Directory,Paths,Emotions,Age,Sex,Question,Colors,Type
26,G:\Baza_danych\nagrania\output\26\speech\002.wav,angry,36,female,no,"(253, 212, 1)",speech
26,G:\Baza_danych\nagrania\output\26\speech\002.wav,angry,36,female,no,"(238, 0, 18)",speech
26,G:\Baza_danych\nagrania\output\26\speech\003.wav,neutral,36,female,no,"(46, 186, 210)",speech
26,G:\Baza_danych\nagrania\output\26\speech\003.wav,neutral,36,female,no,"(253, 212, 1)",speech
26,G:\Baza_danych\nagrania\output\26\speech\003.wav,neutral,36,female,no,"(107, 184, 52)",speech
26,G:\Baza_danych\nagrania\output\26\speech\004.wav,neutral,36,female,no,"(107, 184, 52)",speech
26,G:\Baza_danych\nagrania\output\26\speech\004.wav,neutral,36,female,no,"(253, 212, 1)",speech
26,G:\Baza_danych\nagrania\output\26\speech\005.wav,neutral,36,female,no,"(253, 212, 1)",speech
26,G:\Baza_danych\nagrania\output\26\speech\005.wav,neutral,36,female,no,"(107, 184, 52)",speech
26,G:\Baza_danych\nagrania\output\26\speech\005.wav,neutral,36,female,no,"(251, 136, 2)",speech
26,G:\Baza_danych\nagrania\output\26\speech\006.wav,neutral,36,female,no,"(253, 212, 1)",speech
26,G:\Baza_danych\nagrania\output\26\speech\006.wav,neutral,36,female,no,"(46, 91, 210)",speech
26,G:\Baza_danych\nagrania\output\26\speech\006.wav,neutral,36,female,no,"(251, 136, 2)",speech
26,G:\Baza_danych\nagrania\output\26\music\001.wav,happy,36,female,no,"(107, 184, 52)",music
26,G:\Baza_danych\nagrania\output\26\music\001.wav,happy,36,female,no,"(253, 212, 1)",music
26,G:\Baza_danych\nagrania\output\26\music\002.wav,happy,36,female,no,"(253, 212, 1)",music
26,G:\Baza_danych\nagrania\output\26\music\002.wav,happy,36,female,no,"(251, 136, 2)",music
26,G:\Baza_danych\nagrania\output\26\music\003.wav,neutral,36,female,no,"(253, 212, 1)",music
26,G:\Baza_danych\nagrania\output\26\music\004.wav,sad,36,female,no,"(46, 186, 210)",music
26,G:\Baza_danych\nagrania\output\26\music\004.wav,sad,36,female,no,"(46, 91, 210)",music
26,G:\Baza_danych\nagrania\output\26\music\005.wav,disgust,36,female,no,"(149, 47, 180)",music
27,G:\Baza_danych\nagrania\output\27\speech\001.wav,neutral,56,female,no,"(130, 157, 228)",speech
27,G:\Baza_danych\nagrania\output\27\speech\001.wav,neutral,56,female,no,"(130, 213, 228)",speech
27,G:\Baza_danych\nagrania\output\27\speech\002.wav,angry,56,female,no,"(82, 26, 99)",speech
27,G:\Baza_danych\nagrania\output\27\speech\002.wav,angry,56,female,no,"(136, 0, 10)",speech
27,G:\Baza_danych\nagrania\output\27\speech\003.wav,sad,56,female,no,"(214, 244, 246)",speech
27,G:\Baza_danych\nagrania\output\27\speech\004.wav,sad,56,female,no,"(214, 244, 246)",speech
27,G:\Baza_danych\nagrania\output\27\speech\005.wav,angry,56,female,no,"(136, 0, 10)",speech
27,G:\Baza_danych\nagrania\output\27\speech\006.wav,angry,56,female,no,"(253, 212, 1)",speech
27,G:\Baza_danych\nagrania\output\27\music\001.wav,happy,56,female,no,"(251, 136, 2)",music
27,G:\Baza_danych\nagrania\output\27\music\002.wav,fear,56,female,no,"(28, 55, 126)",music
27,G:\Baza_danych\nagrania\output\27\music\003.wav,sad,56,female,no,"(217, 240, 201)",music
27,G:\Baza_danych\nagrania\output\27\music\004.wav,happy,56,female,no,"(150, 81, 1)",music
27,G:\Baza_danych\nagrania\output\27\music\005.wav,fear,56,female,no,"(118, 118, 118)",music
28,G:\Baza_danych\nagrania\output\28\speech\001.wav,neutral,36,man,no,"(255, 230, 202)",speech
28,G:\Baza_danych\nagrania\output\28\speech\001.wav,neutral,36,man,no,"(214, 244, 246)",speech
28,G:\Baza_danych\nagrania\output\28\speech\002.wav,neutral,36,man,no,"(255, 246, 203)",speech
28,G:\Baza_danych\nagrania\output\28\speech\002.wav,neutral,36,man,no,"(217, 240, 201)",speech
28,G:\Baza_danych\nagrania\output\28\speech\002.wav,neutral,36,man,no,"(254, 183, 101)",speech
28,G:\Baza_danych\nagrania\output\28\speech\003.wav,neutral,36,man,no,"(217, 240, 201)",speech
28,G:\Baza_danych\nagrania\output\28\speech\003.wav,neutral,36,man,no,"(255, 230, 202)",speech
28,G:\Baza_danych\nagrania\output\28\speech\003.wav,neutral,36,man,no,"(130, 213, 228)",speech
28,G:\Baza_danych\nagrania\output\28\speech\004.wav,disgust,36,man,no,"(46, 186, 210)",speech
28,G:\Baza_danych\nagrania\output\28\speech\004.wav,disgust,36,man,no,"(183, 183, 183)",speech
28,G:\Baza_danych\nagrania\output\28\speech\004.wav,disgust,36,man,no,"(130, 157, 228)",speech
28,G:\Baza_danych\nagrania\output\28\speech\005.wav,neutral,36,man,no,"(214, 244, 246)",speech
28,G:\Baza_danych\nagrania\output\28\speech\005.wav,neutral,36,man,no,"(217, 240, 201)",speech
28,G:\Baza_danych\nagrania\output\28\speech\005.wav,neutral,36,man,no,"(255, 230, 202)",speech
28,G:\Baza_danych\nagrania\output\28\speech\006.wav,neutral,36,man,no,"(46, 91, 210)",speech
28,G:\Baza_danych\nagrania\output\28\speech\006.wav,neutral,36,man,no,"(150, 81, 1)",speech
28,G:\Baza_danych\nagrania\output\28\speech\006.wav,neutral,36,man,no,"(130, 213, 228)",speech
28,G:\Baza_danych\nagrania\output\28\music\001.wav,neutral,36,man,no,"(255, 246, 203)",music
28,G:\Baza_danych\nagrania\output\28\music\001.wav,neutral,36,man,no,"(217, 240, 201)",music
28,G:\Baza_danych\nagrania\output\28\music\001.wav,neutral,36,man,no,"(255, 187, 192)",music
28,G:\Baza_danych\nagrania\output\28\music\002.wav,neutral,36,man,no,"(151, 127, 1)",music
28,G:\Baza_danych\nagrania\output\28\music\002.wav,neutral,36,man,no,"(250, 101, 113)",music
28,G:\Baza_danych\nagrania\output\28\music\002.wav,neutral,36,man,no,"(254, 183, 101)",music
28,G:\Baza_danych\nagrania\output\28\music\003.wav,happy,36,man,no,"(161, 217, 121)",music
28,G:\Baza_danych\nagrania\output\28\music\003.wav,happy,36,man,no,"(206, 129, 230)",music
28,G:\Baza_danych\nagrania\output\28\music\003.wav,happy,36,man,no,"(253, 212, 1)",music
28,G:\Baza_danych\nagrania\output\28\music\004.wav,sad,36,man,no,"(46, 91, 210)",music
28,G:\Baza_danych\nagrania\output\28\music\004.wav,sad,36,man,no,"(107, 184, 52)",music
28,G:\Baza_danych\nagrania\output\28\music\004.wav,sad,36,man,no,"(254, 183, 101)",music
28,G:\Baza_danych\nagrania\output\28\music\005.wav,neutral,36,man,no,"(214, 244, 246)",music
28,G:\Baza_danych\nagrania\output\28\music\005.wav,neutral,36,man,no,"(183, 183, 183)",music
28,G:\Baza_danych\nagrania\output\28\music\005.wav,neutral,36,man,no,"(247, 247, 247)",music
29,G:\Baza_danych\nagrania\output\29\speech\001.wav,neutral,26,man,no,"(118, 118, 118)",speech
29,G:\Baza_danych\nagrania\output\29\speech\001.wav,neutral,26,man,no,"(247, 247, 247)",speech
29,G:\Baza_danych\nagrania\output\29\speech\001.wav,neutral,26,man,no,"(214, 244, 246)",speech
29,G:\Baza_danych\nagrania\output\29\speech\002.wav,angry,26,man,no,"(238, 0, 18)",speech
29,G:\Baza_danych\nagrania\output\29\speech\002.wav,angry,26,man,no,"(238, 0, 18)",speech
29,G:\Baza_danych\nagrania\output\29\speech\002.wav,angry,26,man,no,"(238, 0, 18)",speech
29,G:\Baza_danych\nagrania\output\29\speech\003.wav,neutral,26,man,no,"(214, 244, 246)",speech
29,G:\Baza_danych\nagrania\output\29\speech\003.wav,neutral,26,man,no,"(214, 223, 246)",speech
29,G:\Baza_danych\nagrania\output\29\speech\003.wav,neutral,26,man,no,"(214, 244, 246)",speech
29,G:\Baza_danych\nagrania\output\29\speech\004.wav,neutral,26,man,no,"(247, 247, 247)",speech
29,G:\Baza_danych\nagrania\output\29\speech\005.wav,neutral,26,man,no,"(214, 223, 246)",speech
29,G:\Baza_danych\nagrania\output\29\speech\006.wav,neutral,26,man,no,"(255, 233, 123)",speech
29,G:\Baza_danych\nagrania\output\29\speech\006.wav,neutral,26,man,no,"(250, 101, 113)",speech
29,G:\Baza_danych\nagrania\output\29\speech\006.wav,neutral,26,man,no,"(254, 183, 101)",speech
29,G:\Baza_danych\nagrania\output\29\music\001.wav,happy,26,man,no,"(253, 212, 1)",music
29,G:\Baza_danych\nagrania\output\29\music\002.wav,neutral,26,man,no,"(247, 247, 247)",music
29,G:\Baza_danych\nagrania\output\29\music\003.wav,happy,26,man,no,"(253, 212, 1)",music
29,G:\Baza_danych\nagrania\output\29\music\003.wav,happy,26,man,no,"(107, 184, 52)",music
29,G:\Baza_danych\nagrania\output\29\music\003.wav,happy,26,man,no,"(46, 186, 210)",music
29,G:\Baza_danych\nagrania\output\29\music\004.wav,sad,26,man,no,"(130, 157, 228)",music
29,G:\Baza_danych\nagrania\output\29\music\004.wav,sad,26,man,no,"(206, 129, 230)",music
29,G:\Baza_danych\nagrania\output\29\music\004.wav,sad,26,man,no,"(28, 111, 126)",music
29,G:\Baza_danych\nagrania\output\29\music\005.wav,sad,26,man,no,"(206, 129, 230)",music
29,G:\Baza_danych\nagrania\output\29\music\005.wav,sad,26,man,no,"(46, 91, 210)",music
29,G:\Baza_danych\nagrania\output\30\speech\001.wav,neutral,26,man,no,"(183, 183, 183)",speech
29,G:\Baza_danych\nagrania\output\30\speech\001.wav,neutral,26,man,no,"(183, 183, 183)",speech
29,G:\Baza_danych\nagrania\output\30\speech\002.wav,neutral,26,man,no,"(118, 118, 118)",speech
29,G:\Baza_danych\nagrania\output\30\speech\003.wav,neutral,26,man,no,"(183, 183, 183)",speech
29,G:\Baza_danych\nagrania\output\30\speech\004.wav,angry,26,man,no,"(238, 0, 18)",speech
29,G:\Baza_danych\nagrania\output\30\speech\005.wav,neutral,26,man,no,"(183, 183, 183)",speech
29,G:\Baza_danych\nagrania\output\30\speech\006.wav,neutral,26,man,no,"(183, 183, 183)",speech
29,G:\Baza_danych\nagrania\output\30\music\001.wav,happy,26,man,no,"(161, 217, 121)",music
29,G:\Baza_danych\nagrania\output\30\music\002.wav,happy,26,man,no,"(253, 212, 1)",music
29,G:\Baza_danych\nagrania\output\30\music\003.wav,sad,26,man,no,"(46, 186, 210)",music
29,G:\Baza_danych\nagrania\output\30\music\004.wav,sad,26,man,no,"(46, 186, 210)",music
29,G:\Baza_danych\nagrania\output\30\music\005.wav,neutral,26,man,no,"(183, 183, 183)",music
31,G:\Baza_danych\nagrania\output\31\speech\001.wav,disgust,66,female,no,"(251, 136, 2)",speech
31,G:\Baza_danych\nagrania\output\31\speech\002.wav,neutral,66,female,no,"(214, 244, 246)",speech
31,G:\Baza_danych\nagrania\output\31\speech\003.wav,happy,66,female,no,"(107, 184, 52)",speech
31,G:\Baza_danych\nagrania\output\31\speech\004.wav,sad,66,female,no,"(82, 26, 99)",speech
31,G:\Baza_danych\nagrania\output\31\speech\005.wav,angry,66,female,no,"(238, 0, 18)",speech
31,G:\Baza_danych\nagrania\output\31\speech\006.wav,angry,66,female,no,"(46, 91, 210)",speech
31,G:\Baza_danych\nagrania\output\31\music\001.wav,neutral,66,female,no,"(214, 244, 246)",music
31,G:\Baza_danych\nagrania\output\31\music\002.wav,angry,66,female,no,"(238, 0, 18)",music
31,G:\Baza_danych\nagrania\output\31\music\003.wav,sad,66,female,no,"(28, 55, 126)",music
31,G:\Baza_danych\nagrania\output\31\music\004.wav,happy,66,female,no,"(253, 212, 1)",music
31,G:\Baza_danych\nagrania\output\31\music\005.wav,disgust,66,female,no,"(150, 81, 1)",music
31,G:\Baza_danych\nagrania\output\32\speech\001.wav,happy,26,female,no,"(107, 184, 52)",speech
31,G:\Baza_danych\nagrania\output\32\speech\001.wav,happy,26,female,no,"(251, 136, 2)",speech
31,G:\Baza_danych\nagrania\output\32\speech\001.wav,happy,26,female,no,"(253, 212, 1)",speech
31,G:\Baza_danych\nagrania\output\32\speech\002.wav,sad,26,female,no,"(46, 91, 210)",speech
31,G:\Baza_danych\nagrania\output\32\speech\002.wav,sad,26,female,no,"(118, 118, 118)",speech
31,G:\Baza_danych\nagrania\output\32\speech\002.wav,sad,26,female,no,"(46, 186, 210)",speech
31,G:\Baza_danych\nagrania\output\32\speech\003.wav,neutral,26,female,no,"(118, 118, 118)",speech
31,G:\Baza_danych\nagrania\output\32\speech\003.wav,neutral,26,female,no,"(46, 91, 210)",speech
31,G:\Baza_danych\nagrania\output\32\speech\003.wav,neutral,26,female,no,"(118, 118, 118)",speech
31,G:\Baza_danych\nagrania\output\32\speech\004.wav,neutral,26,female,no,"(253, 212, 1)",speech
31,G:\Baza_danych\nagrania\output\32\speech\004.wav,neutral,26,female,no,"(118, 118, 118)",speech
31,G:\Baza_danych\nagrania\output\32\speech\004.wav,neutral,26,female,no,"(118, 118, 118)",speech
31,G:\Baza_danych\nagrania\output\32\speech\005.wav,neutral,26,female,no,"(118, 118, 118)",speech
31,G:\Baza_danych\nagrania\output\32\speech\005.wav,neutral,26,female,no,"(46, 91, 210)",speech
31,G:\Baza_danych\nagrania\output\32\speech\005.wav,neutral,26,female,no,"(118, 118, 118)",speech
31,G:\Baza_danych\nagrania\output\32\speech\006.wav,neutral,26,female,no,"(118, 118, 118)",speech
31,G:\Baza_danych\nagrania\output\32\speech\006.wav,neutral,26,female,no,"(46, 186, 210)",speech
31,G:\Baza_danych\nagrania\output\32\speech\006.wav,neutral,26,female,no,"(118, 118, 118)",speech
31,G:\Baza_danych\nagrania\output\32\music\001.wav,disgust,26,female,no,"(46, 91, 210)",music
31,G:\Baza_danych\nagrania\output\32\music\001.wav,disgust,26,female,no,"(149, 47, 180)",music
31,G:\Baza_danych\nagrania\output\32\music\001.wav,disgust,26,female,no,"(118, 118, 118)",music
31,G:\Baza_danych\nagrania\output\32\music\002.wav,happy,26,female,no,"(107, 184, 52)",music
31,G:\Baza_danych\nagrania\output\32\music\002.wav,happy,26,female,no,"(251, 136, 2)",music
31,G:\Baza_danych\nagrania\output\32\music\002.wav,happy,26,female,no,"(253, 212, 1)",music
31,G:\Baza_danych\nagrania\output\32\music\003.wav,sad,26,female,no,"(253, 212, 1)",music
31,G:\Baza_danych\nagrania\output\32\music\003.wav,sad,26,female,no,"(251, 136, 2)",music
31,G:\Baza_danych\nagrania\output\32\music\003.wav,sad,26,female,no,"(251, 136, 2)",music
31,G:\Baza_danych\nagrania\output\32\music\004.wav,fear,26,female,no,"(46, 91, 210)",music
31,G:\Baza_danych\nagrania\output\32\music\004.wav,fear,26,female,no,"(46, 91, 210)",music
31,G:\Baza_danych\nagrania\output\32\music\004.wav,fear,26,female,no,"(46, 91, 210)",music
31,G:\Baza_danych\nagrania\output\32\music\005.wav,neutral,26,female,no,"(46, 186, 210)",music
31,G:\Baza_danych\nagrania\output\32\music\005.wav,neutral,26,female,no,"(118, 118, 118)",music
31,G:\Baza_danych\nagrania\output\32\music\005.wav,neutral,26,female,no,"(118, 118, 118)",music
31,G:\Baza_danych\nagrania\output\33\speech\001.wav,neutral,66,man,no,"(46, 186, 210)",speech
31,G:\Baza_danych\nagrania\output\33\speech\001.wav,neutral,66,man,no,"(118, 118, 118)",speech
31,G:\Baza_danych\nagrania\output\33\speech\002.wav,happy,66,man,no,"(107, 184, 52)",speech
31,G:\Baza_danych\nagrania\output\33\speech\003.wav,sad,66,man,no,"(150, 81, 1)",speech
31,G:\Baza_danych\nagrania\output\33\speech\003.wav,sad,66,man,no,"(118, 118, 118)",speech
31,G:\Baza_danych\nagrania\output\33\speech\004.wav,happy,66,man,no,"(107, 184, 52)",speech
31,G:\Baza_danych\nagrania\output\33\speech\004.wav,happy,66,man,no,"(253, 212, 1)",speech
31,G:\Baza_danych\nagrania\output\33\speech\005.wav,fear,66,man,no,"(136, 0, 10)",speech
31,G:\Baza_danych\nagrania\output\33\speech\005.wav,fear,66,man,no,"(28, 55, 126)",speech
31,G:\Baza_danych\nagrania\output\33\speech\006.wav,fear,66,man,no,"(118, 118, 118)",speech
31,G:\Baza_danych\nagrania\output\33\music\001.wav,angry,66,man,no,"(238, 0, 18)",music
31,G:\Baza_danych\nagrania\output\33\music\002.wav,happy,66,man,no,"(253, 212, 1)",music
31,G:\Baza_danych\nagrania\output\33\music\002.wav,happy,66,man,no,"(130, 213, 228)",music
31,G:\Baza_danych\nagrania\output\33\music\002.wav,happy,66,man,no,"(107, 184, 52)",music
31,G:\Baza_danych\nagrania\output\33\music\003.wav,fear,66,man,no,"(149, 47, 180)",music
31,G:\Baza_danych\nagrania\output\33\music\004.wav,disgust,66,man,no,"(82, 26, 99)",music
31,G:\Baza_danych\nagrania\output\33\music\004.wav,disgust,66,man,no,"(183, 183, 183)",music
31,G:\Baza_danych\nagrania\output\33\music\005.wav,sad,66,man,no,"(61, 105, 30)",music
31,G:\Baza_danych\nagrania\output\33\music\005.wav,sad,66,man,no,"(28, 55, 126)",music
31,G:\Baza_danych\nagrania\output\33\music\005.wav,sad,66,man,no,"(150, 81, 1)",music
34,G:\Baza_danych\nagrania\output\34\speech\001.wav,happy,26,female,no,"(253, 212, 1)",speech
34,G:\Baza_danych\nagrania\output\34\speech\002.wav,fear,26,female,no,"(118, 118, 118)",speech
34,G:\Baza_danych\nagrania\output\34\speech\003.wav,neutral,26,female,no,"(255, 233, 123)",speech
34,G:\Baza_danych\nagrania\output\34\speech\004.wav,neutral,26,female,no,"(255, 187, 192)",speech
34,G:\Baza_danych\nagrania\output\34\speech\005.wav,fear,26,female,no,"(238, 0, 18)",speech
34,G:\Baza_danych\nagrania\output\34\speech\006.wav,fear,26,female,no,"(28, 111, 126)",speech
34,G:\Baza_danych\nagrania\output\34\music\001.wav,neutral,26,female,no,"(247, 247, 247)",music
34,G:\Baza_danych\nagrania\output\34\music\002.wav,happy,26,female,no,"(254, 183, 101)",music
34,G:\Baza_danych\nagrania\output\34\music\003.wav,neutral,26,female,no,"(214, 244, 246)",music
34,G:\Baza_danych\nagrania\output\34\music\004.wav,sad,26,female,no,"(130, 157, 228)",music
34,G:\Baza_danych\nagrania\output\34\music\004.wav,sad,26,female,no,"(28, 55, 126)",music
34,G:\Baza_danych\nagrania\output\34\music\004.wav,sad,26,female,no,"(255, 233, 123)",music
34,G:\Baza_danych\nagrania\output\34\music\005.wav,fear,26,female,no,"(238, 0, 18)",music
34,G:\Baza_danych\nagrania\output\35\speech\001.wav,neutral,66,female,no,"(183, 183, 183)",speech
34,G:\Baza_danych\nagrania\output\35\speech\001.wav,neutral,66,female,no,"(130, 213, 228)",speech
34,G:\Baza_danych\nagrania\output\35\speech\002.wav,angry,66,female,no,"(238, 0, 18)",speech
34,G:\Baza_danych\nagrania\output\35\speech\003.wav,neutral,66,female,no,"(161, 217, 121)",speech
34,G:\Baza_danych\nagrania\output\35\speech\004.wav,sad,66,female,no,"(82, 26, 99)",speech
34,G:\Baza_danych\nagrania\output\35\speech\005.wav,fear,66,female,no,"(0, 0, 0)",speech
34,G:\Baza_danych\nagrania\output\35\speech\006.wav,fear,66,female,no,"(251, 136, 2)",speech
34,G:\Baza_danych\nagrania\output\35\music\001.wav,neutral,66,female,no,"(130, 157, 228)",music
34,G:\Baza_danych\nagrania\output\35\music\002.wav,disgust,66,female,no,"(250, 101, 113)",music
34,G:\Baza_danych\nagrania\output\35\music\003.wav,sad,66,female,no,"(151, 127, 1)",music
34,G:\Baza_danych\nagrania\output\35\music\004.wav,sad,66,female,no,"(118, 118, 118)",music
34,G:\Baza_danych\nagrania\output\35\music\005.wav,fear,66,female,no,"(238, 0, 18)",music
37,G:\Baza_danych\nagrania\output\37\speech\001.wav,neutral,26,female,no,"(251, 136, 2)",speech
37,G:\Baza_danych\nagrania\output\37\speech\001.wav,neutral,26,female,no,"(46, 91, 210)",speech
37,G:\Baza_danych\nagrania\output\37\speech\001.wav,neutral,26,female,no,"(149, 47, 180)",speech
37,G:\Baza_danych\nagrania\output\37\speech\002.wav,disgust,26,female,no,"(214, 223, 246)",speech
37,G:\Baza_danych\nagrania\output\37\speech\002.wav,disgust,26,female,no,"(46, 186, 210)",speech
37,G:\Baza_danych\nagrania\output\37\speech\002.wav,disgust,26,female,no,"(253, 212, 1)",speech
37,G:\Baza_danych\nagrania\output\37\speech\003.wav,neutral,26,female,no,"(118, 118, 118)",speech
37,G:\Baza_danych\nagrania\output\37\speech\003.wav,neutral,26,female,no,"(118, 118, 118)",speech
37,G:\Baza_danych\nagrania\output\37\speech\003.wav,neutral,26,female,no,"(118, 118, 118)",speech
37,G:\Baza_danych\nagrania\output\37\speech\004.wav,fear,26,female,no,"(46, 186, 210)",speech
37,G:\Baza_danych\nagrania\output\37\speech\004.wav,fear,26,female,no,"(228, 192, 239)",speech
37,G:\Baza_danych\nagrania\output\37\speech\004.wav,fear,26,female,no,"(46, 186, 210)",speech
37,G:\Baza_danych\nagrania\output\37\speech\005.wav,disgust,26,female,no,"(136, 0, 10)",speech
37,G:\Baza_danych\nagrania\output\37\speech\005.wav,disgust,26,female,no,"(136, 0, 10)",speech
37,G:\Baza_danych\nagrania\output\37\speech\005.wav,disgust,26,female,no,"(250, 101, 113)",speech
37,G:\Baza_danych\nagrania\output\37\speech\006.wav,disgust,26,female,no,"(107, 184, 52)",speech
37,G:\Baza_danych\nagrania\output\37\music\001.wav,happy,26,female,no,"(253, 212, 1)",music
37,G:\Baza_danych\nagrania\output\37\music\002.wav,fear,26,female,no,"(238, 0, 18)",music
37,G:\Baza_danych\nagrania\output\37\music\003.wav,angry,26,female,no,"(150, 81, 1)",music
37,G:\Baza_danych\nagrania\output\37\music\004.wav,sad,26,female,no,"(46, 186, 210)",music
37,G:\Baza_danych\nagrania\output\37\music\005.wav,sad,26,female,no,"(46, 186, 210)",music
38,G:\Baza_danych\nagrania\output\38\speech\001.wav,happy,26,man,no,"(255, 233, 123)",speech
38,G:\Baza_danych\nagrania\output\38\speech\002.wav,angry,26,man,no,"(255, 187, 192)",speech
38,G:\Baza_danych\nagrania\output\38\speech\002.wav,angry,26,man,no,"(254, 183, 101)",speech
38,G:\Baza_danych\nagrania\output\38\speech\002.wav,angry,26,man,no,"(250, 101, 113)",speech
38,G:\Baza_danych\nagrania\output\38\speech\003.wav,neutral,26,man,no,"(214, 244, 246)",speech
38,G:\Baza_danych\nagrania\output\38\speech\004.wav,neutral,26,man,no,"(161, 217, 121)",speech
38,G:\Baza_danych\nagrania\output\38\speech\005.wav,angry,26,man,no,"(255, 187, 192)",speech
38,G:\Baza_danych\nagrania\output\38\speech\006.wav,angry,26,man,no,"(82, 26, 99)",speech
38,G:\Baza_danych\nagrania\output\38\music\001.wav,happy,26,man,no,"(61, 105, 30)",music
38,G:\Baza_danych\nagrania\output\38\music\002.wav,angry,26,man,no,"(151, 127, 1)",music
38,G:\Baza_danych\nagrania\output\38\music\003.wav,fear,26,man,no,"(130, 213, 228)",music
38,G:\Baza_danych\nagrania\output\38\music\004.wav,sad,26,man,no,"(214, 244, 246)",music
38,G:\Baza_danych\nagrania\output\38\music\005.wav,happy,26,man,no,"(254, 183, 101)",music
38,G:\Baza_danych\nagrania\output\38\music\005.wav,happy,26,man,no,"(255, 233, 123)",music
40,G:\Baza_danych\nagrania\output\40\speech\001.wav,happy,26,female,no,"(253, 212, 1)",speech
40,G:\Baza_danych\nagrania\output\40\speech\001.wav,happy,26,female,no,"(130, 213, 228)",speech
40,G:\Baza_danych\nagrania\output\40\speech\001.wav,happy,26,female,no,"(251, 136, 2)",speech
40,G:\Baza_danych\nagrania\output\40\speech\002.wav,disgust,26,female,no,"(28, 111, 126)",speech
40,G:\Baza_danych\nagrania\output\40\speech\002.wav,disgust,26,female,no,"(61, 105, 30)",speech
40,G:\Baza_danych\nagrania\output\40\speech\002.wav,disgust,26,female,no,"(118, 118, 118)",speech
40,G:\Baza_danych\nagrania\output\40\speech\003.wav,neutral,26,female,no,"(255, 230, 202)",speech
40,G:\Baza_danych\nagrania\output\40\speech\003.wav,neutral,26,female,no,"(255, 246, 203)",speech
40,G:\Baza_danych\nagrania\output\40\speech\003.wav,neutral,26,female,no,"(255, 187, 192)",speech
40,G:\Baza_danych\nagrania\output\40\speech\004.wav,fear,26,female,no,"(149, 47, 180)",speech
40,G:\Baza_danych\nagrania\output\40\speech\004.wav,fear,26,female,no,"(46, 91, 210)",speech
40,G:\Baza_danych\nagrania\output\40\speech\004.wav,fear,26,female,no,"(238, 0, 18)",speech
40,G:\Baza_danych\nagrania\output\40\speech\005.wav,fear,26,female,no,"(46, 91, 210)",speech
40,G:\Baza_danych\nagrania\output\40\speech\005.wav,fear,26,female,no,"(46, 186, 210)",speech
40,G:\Baza_danych\nagrania\output\40\speech\005.wav,fear,26,female,no,"(149, 47, 180)",speech
40,G:\Baza_danych\nagrania\output\40\speech\006.wav,fear,26,female,no,"(151, 127, 1)",speech
40,G:\Baza_danych\nagrania\output\40\speech\006.wav,fear,26,female,no,"(61, 105, 30)",speech
40,G:\Baza_danych\nagrania\output\40\speech\006.wav,fear,26,female,no,"(238, 0, 18)",speech
40,G:\Baza_danych\nagrania\output\40\music\001.wav,happy,26,female,no,"(253, 212, 1)",music
40,G:\Baza_danych\nagrania\output\40\music\001.wav,happy,26,female,no,"(107, 184, 52)",music
40,G:\Baza_danych\nagrania\output\40\music\001.wav,happy,26,female,no,"(251, 136, 2)",music
40,G:\Baza_danych\nagrania\output\40\music\002.wav,happy,26,female,no,"(214, 244, 246)",music
40,G:\Baza_danych\nagrania\output\40\music\002.wav,happy,26,female,no,"(46, 186, 210)",music
40,G:\Baza_danych\nagrania\output\40\music\002.wav,happy,26,female,no,"(161, 217, 121)",music
40,G:\Baza_danych\nagrania\output\40\music\003.wav,sad,26,female,no,"(0, 0, 0)",music
40,G:\Baza_danych\nagrania\output\40\music\003.wav,sad,26,female,no,"(136, 0, 10)",music
40,G:\Baza_danych\nagrania\output\40\music\003.wav,sad,26,female,no,"(118, 118, 118)",music
40,G:\Baza_danych\nagrania\output\40\music\004.wav,neutral,26,female,no,"(255, 230, 202)",music
40,G:\Baza_danych\nagrania\output\40\music\004.wav,neutral,26,female,no,"(255, 187, 192)",music
40,G:\Baza_danych\nagrania\output\40\music\004.wav,neutral,26,female,no,"(255, 246, 203)",music
40,G:\Baza_danych\nagrania\output\40\music\005.wav,angry,26,female,no,"(82, 26, 99)",music
40,G:\Baza_danych\nagrania\output\40\music\005.wav,angry,26,female,no,"(28, 55, 126)",music
40,G:\Baza_danych\nagrania\output\40\music\005.wav,angry,26,female,no,"(238, 0, 18)",music
41,G:\Baza_danych\nagrania\output\41\speech\001.wav,fear,26,female,no,"(28, 111, 126)",speech
41,G:\Baza_danych\nagrania\output\41\speech\001.wav,fear,26,female,no,"(130, 157, 228)",speech
41,G:\Baza_danych\nagrania\output\41\speech\002.wav,angry,26,female,no,"(250, 101, 113)",speech
41,G:\Baza_danych\nagrania\output\41\speech\002.wav,angry,26,female,no,"(150, 81, 1)",speech
41,G:\Baza_danych\nagrania\output\41\speech\003.wav,disgust,26,female,no,"(253, 212, 1)",speech
41,G:\Baza_danych\nagrania\output\41\speech\003.wav,disgust,26,female,no,"(107, 184, 52)",speech
41,G:\Baza_danych\nagrania\output\41\speech\004.wav,neutral,26,female,no,"(118, 118, 118)",speech
41,G:\Baza_danych\nagrania\output\41\speech\004.wav,neutral,26,female,no,"(183, 183, 183)",speech
41,G:\Baza_danych\nagrania\output\41\speech\004.wav,neutral,26,female,no,"(0, 0, 0)",speech
41,G:\Baza_danych\nagrania\output\41\speech\005.wav,neutral,26,female,no,"(118, 118, 118)",speech
41,G:\Baza_danych\nagrania\output\41\speech\006.wav,neutral,26,female,no,"(28, 111, 126)",speech
